url,label
https://google.com,0
https://github.com,0
https://amazon.in,0
https://facebook.com,0
https://microsoft.com,0
https://apple.com,0
https://linkedin.com,0
https://wikipedia.org,0
https://google.com,0
https://github.com,0
https://amazon.in,0
https://facebook.com,0
https://microsoft.com,0
https://apple.com,0
https://linkedin.com,0
https://wikipedia.org,0
https://google.com,0
https://github.com,0
https://amazon.in,0
https://facebook.com,0
https://microsoft.com,0
https://apple.com,0
https://linkedin.com,0
https://wikipedia.org,0
https://google.com,0
https://github.com,0
https://amazon.in,0
https://facebook.com,0
https://microsoft.com,0
https://apple.com,0
https://linkedin.com,0
https://wikipedia.org,0
https://google.com,0
https://github.com,0
https://amazon.in,0
https://facebook.com,0
https://microsoft.com,0
https://apple.com,0
https://linkedin.com,0
https://wikipedia.org,0
https://google.com,0
https://github.com,0
https://amazon.in,0
https://facebook.com,0
https://microsoft.com,0
https://apple.com,0
https://linkedin.com,0
https://wikipedia.org,0
https://google.com,0
https://github.com,0
https://amazon.in,0
https://facebook.com,0
https://microsoft.com,0
https://apple.com,0
https://linkedin.com,0
https://wikipedia.org,0
https://google.com,0
https://github.com,0
https://amazon.in,0
https://facebook.com,0
https://microsoft.com,0
https://apple.com,0
https://linkedin.com,0
https://wikipedia.org,0
https://google.com,0
https://github.com,0
https://amazon.in,0
https://facebook.com,0
https://microsoft.com,0
https://apple.com,0
https://linkedin.com,0
https://wikipedia.org,0
https://google.com,0
https://github.com,0
https://amazon.in,0
https://facebook.com,0
https://microsoft.com,0
https://apple.com,0
https://linkedin.com,0
https://wikipedia.org,0
https://google.com,0
https://github.com,0
https://amazon.in,0
https://facebook.com,0
https://microsoft.com,0
https://apple.com,0
https://linkedin.com,0
https://wikipedia.org,0
https://google.com,0
https://github.com,0
https://amazon.in,0
https://facebook.com,0
https://microsoft.com,0
https://apple.com,0
https://linkedin.com,0
https://wikipedia.org,0
https://google.com,0
https://github.com,0
https://amazon.in,0
https://facebook.com,0
https://microsoft.com,0
https://apple.com,0
https://linkedin.com,0
https://wikipedia.org,0
https://google.com,0
https://github.com,0
https://amazon.in,0
https://facebook.com,0
https://microsoft.com,0
https://apple.com,0
https://linkedin.com,0
https://wikipedia.org,0
https://google.com,0
https://github.com,0
https://amazon.in,0
https://facebook.com,0
https://microsoft.com,0
https://apple.com,0
https://linkedin.com,0
https://wikipedia.org,0
https://google.com,0
https://github.com,0
https://amazon.in,0
https://facebook.com,0
https://microsoft.com,0
https://apple.com,0
https://linkedin.com,0
https://wikipedia.org,0
https://google.com,0
https://github.com,0
https://amazon.in,0
https://facebook.com,0
https://microsoft.com,0
https://apple.com,0
https://linkedin.com,0
https://wikipedia.org,0
https://google.com,0
https://github.com,0
https://amazon.in,0
https://facebook.com,0
https://microsoft.com,0
https://apple.com,0
https://linkedin.com,0
https://wikipedia.org,0
https://google.com,0
https://github.com,0
https://amazon.in,0
https://facebook.com,0
https://microsoft.com,0
https://apple.com,0
https://linkedin.com,0
https://wikipedia.org,0
https://google.com,0
https://github.com,0
https://amazon.in,0
https://facebook.com,0
https://microsoft.com,0
https://apple.com,0
https://linkedin.com,0
https://wikipedia.org,0
https://google.com,0
https://github.com,0
https://amazon.in,0
https://facebook.com,0
https://microsoft.com,0
https://apple.com,0
https://linkedin.com,0
https://wikipedia.org,0
https://google.com,0
https://github.com,0
https://amazon.in,0
https://facebook.com,0
https://microsoft.com,0
https://apple.com,0
https://linkedin.com,0
https://wikipedia.org,0
https://google.com,0
https://github.com,0
https://amazon.in,0
https://facebook.com,0
https://microsoft.com,0
https://apple.com,0
https://linkedin.com,0
https://wikipedia.org,0
https://google.com,0
https://github.com,0
https://amazon.in,0
https://facebook.com,0
https://microsoft.com,0
https://apple.com,0
https://linkedin.com,0
https://wikipedia.org,0
https://google.com,0
https://github.com,0
https://amazon.in,0
https://facebook.com,0
https://microsoft.com,0
https://apple.com,0
https://linkedin.com,0
https://wikipedia.org,0
https://google.com,0
https://github.com,0
https://amazon.in,0
https://facebook.com,0
https://microsoft.com,0
https://apple.com,0
https://linkedin.com,0
https://wikipedia.org,0
https://google.com,0
https://github.com,0
https://amazon.in,0
https://facebook.com,0
https://microsoft.com,0
https://apple.com,0
https://linkedin.com,0
https://wikipedia.org,0
https://google.com,0
https://github.com,0
https://amazon.in,0
https://facebook.com,0
https://microsoft.com,0
https://apple.com,0
https://linkedin.com,0
https://wikipedia.org,0
https://google.com,0
https://github.com,0
https://amazon.in,0
https://facebook.com,0
https://microsoft.com,0
https://apple.com,0
https://linkedin.com,0
https://wikipedia.org,0
https://google.com,0
https://github.com,0
https://amazon.in,0
https://facebook.com,0
https://microsoft.com,0
https://apple.com,0
https://linkedin.com,0
https://wikipedia.org,0
https://google.com,0
https://github.com,0
https://amazon.in,0
https://facebook.com,0
https://microsoft.com,0
https://apple.com,0
https://linkedin.com,0
https://wikipedia.org,0
https://google.com,0
https://github.com,0
https://amazon.in,0
https://facebook.com,0
https://microsoft.com,0
https://apple.com,0
https://linkedin.com,0
https://wikipedia.org,0
https://google.com,0
https://github.com,0
https://amazon.in,0
https://facebook.com,0
https://microsoft.com,0
https://apple.com,0
https://linkedin.com,0
https://wikipedia.org,0
https://google.com,0
https://github.com,0
https://amazon.in,0
https://facebook.com,0
https://microsoft.com,0
https://apple.com,0
https://linkedin.com,0
https://wikipedia.org,0
https://google.com,0
https://github.com,0
https://amazon.in,0
https://facebook.com,0
https://microsoft.com,0
https://apple.com,0
https://linkedin.com,0
https://wikipedia.org,0
https://google.com,0
https://github.com,0
https://amazon.in,0
https://facebook.com,0
https://microsoft.com,0
https://apple.com,0
https://linkedin.com,0
https://wikipedia.org,0
https://google.com,0
